game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
JXCGNZG,1915,New York State League,1915-05-06,0,regular,P2977222,O'Connor,
JXCGNZG,1915,New York State League,1915-05-06,0,regular,P3671799,Kuhn,
KZHYJDT,1915,New York State League,1915-05-06,0,regular,P8439767,McBride,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P5854591,Pender,
LMXBCHH,1915,New York State League,1915-05-06,0,regular,P5768128,Johnson,
LMXBCHH,1915,New York State League,1915-05-06,0,regular,P2555708,Dougherty,
PXNVHFB,1915,New York State League,1915-05-07,0,regular,P3671799,Kuhn,
PXNVHFB,1915,New York State League,1915-05-07,0,regular,P2977222,O'Connor,
NMWJSZQ,1915,New York State League,1915-05-08,0,regular,P2977222,O'Connor,
NMWJSZQ,1915,New York State League,1915-05-08,0,regular,P3671799,Kuhn,
SSKHTZQ,1915,New York State League,1915-05-09,0,regular,P3671799,Kuhn,
SSKHTZQ,1915,New York State League,1915-05-09,0,regular,P2977222,O'Connor,
VGWTQVG,1915,New York State League,1915-05-09,0,regular,P5768128,Johnson,
VGWTQVG,1915,New York State League,1915-05-09,0,regular,P2555708,Dougherty,
PBKPDWM,1915,New York State League,1915-05-09,0,regular,P8439767,McBride,
MRHZBHP,1915,New York State League,1915-05-09,0,regular,P5854591,Pender,
XTJBSGK,1915,New York State League,1915-05-10,0,regular,P2977222,O'Connor,
XTJBSGK,1915,New York State League,1915-05-10,0,regular,P3671799,Kuhn,
WGYBBNB,1915,New York State League,1915-05-10,0,regular,P2555708,Dougherty,
WGYBBNB,1915,New York State League,1915-05-10,0,regular,P5768128,Johnson,
KBVTMYH,1915,New York State League,1915-05-10,0,regular,P8439767,McBride,
NMDWLRZ,1915,New York State League,1915-05-10,0,regular,P5854591,Pender,
MDJJGQR,1915,New York State League,1915-05-11,0,regular,P3671799,Kuhn,
MDJJGQR,1915,New York State League,1915-05-11,0,regular,P2977222,O'Connor,
DDYZFLJ,1915,New York State League,1915-05-11,0,regular,P5854591,Pender,
VGLZWQS,1915,New York State League,1915-05-11,0,regular,P5768128,Johnson,
VGLZWQS,1915,New York State League,1915-05-11,0,regular,P2555708,Dougherty,
SXLDZJF,1915,New York State League,1915-05-11,0,regular,P8439767,McBride,
TXXMZLN,1915,New York State League,1915-05-12,0,regular,P2977222,O'Connor,
TXXMZLN,1915,New York State League,1915-05-12,0,regular,P3671799,Kuhn,
JQHQVXB,1915,New York State League,1915-05-12,0,regular,P2555708,Dougherty,
JQHQVXB,1915,New York State League,1915-05-12,0,regular,P5768128,Johnson,
WVLJHCJ,1915,New York State League,1915-05-12,0,regular,P5854591,Pender,
GZXPMXM,1915,New York State League,1915-05-12,0,regular,P8439767,McBride,
WYXKTJF,1915,New York State League,1915-05-13,0,regular,P3671799,Kuhn,
WYXKTJF,1915,New York State League,1915-05-13,0,regular,P2977222,O'Connor,
YGWYFSX,1915,New York State League,1915-05-14,0,regular,P2977222,O'Connor,
YGWYFSX,1915,New York State League,1915-05-14,0,regular,P3671799,Kuhn,
SZRHGMK,1915,New York State League,1915-05-14,0,regular,P5768128,Johnson,
SZRHGMK,1915,New York State League,1915-05-14,0,regular,P2555708,Dougherty,
DVBWHQR,1915,New York State League,1915-05-14,0,regular,P8439767,McBride,
CXBTKGX,1915,New York State League,1915-05-14,0,regular,P5854591,Pender,
ZXTPCQV,1915,New York State League,1915-05-15,0,regular,P8439767,McBride,
FVMFRTL,1915,New York State League,1915-05-18,0,regular,P5768128,Johnson,
LRSDQWH,1915,New York State League,1915-05-18,0,regular,P2555708,Dougherty,
LRSDQWH,1915,New York State League,1915-05-18,0,regular,P2977222,O'Connor,
HKGYGMJ,1915,New York State League,1915-05-18,0,regular,P5854591,Pender,
DMJFLKR,1915,New York State League,1915-05-18,0,regular,P8439767,McBride,
DMJFLKR,1915,New York State League,1915-05-18,0,regular,P3671799,Kuhn,
FKCZTQZ,1915,New York State League,1915-05-19,0,regular,P5768128,Johnson,
CMLQWCP,1915,New York State League,1915-05-19,0,regular,P5854591,Pender,
DTTPTQF,1915,New York State League,1915-05-19,0,regular,P2977222,O'Connor,
DTTPTQF,1915,New York State League,1915-05-19,0,regular,P2555708,Dougherty,
HHKJMRN,1915,New York State League,1915-05-19,0,regular,P3671799,Kuhn,
HHKJMRN,1915,New York State League,1915-05-19,0,regular,P8439767,McBride,
