league.year,league.name,league.phase,person.ref,person.name.last,person.name.given,entry.name,S_FIRST,S_LAST,B_G,P_G,F_1B_G,F_2B_G,F_3B_G,F_SS_G,F_OF_G,F_LF_G,F_CF_G,F_RF_G,F_C_G,F_P_G
1909,Arkansas State League,regular,P4724030,Addington,,Fort Smith,1909-04-19,1909-05-14,19,0,0,1,11,8,0,0,0,0,0,0
1909,Arkansas State League,regular,P1730400,Akey,,Monroe,1909-05-01,1909-05-01,1,0,0,0,0,0,1,0,0,1,0,0
1909,Arkansas State League,regular,P5839921,Averett,,Monroe,1909-05-06,1909-05-21,5,5,0,0,0,0,0,0,0,0,0,5
1909,Arkansas State League,regular,P0062496,Avers,,Alexandria,1909-04-27,1909-04-27,1,0,0,0,0,0,1,0,0,1,0,0
1909,Arkansas State League,regular,P6647431,Bagswell,,Monroe,1909-04-20,1909-04-20,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,regular,P8326932,Bagwell,,Monroe,1909-04-16,1909-05-02,5,5,0,0,0,0,0,0,0,0,0,5
1909,Arkansas State League,regular,P4700066,Bakenfohe,,Alexandria,1909-04-28,1909-04-28,1,1,0,0,0,0,0,0,0,0,0,1
1909,Arkansas State League,regular,P1644027,Baker,,Monroe,1909-05-15,1909-05-15,1,0,0,0,0,0,0,0,0,0,1,0
1909,Arkansas State League,regular,P7090387,Bankhead,,Texarkana,1909-04-16,1909-05-23,31,1,0,0,0,0,25,1,0,24,7,1
1909,Arkansas State League,regular,P5558726,Barnicle,,Fort Smith,1909-04-17,1909-04-23,2,2,0,0,0,0,0,0,0,0,0,2
1909,Arkansas State League,regular,P3011214,Bauer,,Alexandria,1909-05-19,1909-05-22,4,1,0,2,0,0,1,0,1,0,0,1
1909,Arkansas State League,regular,P8893067,Begley,,Helena,1909-04-15,1909-05-23,26,0,26,0,0,0,0,0,0,0,0,0
1909,Arkansas State League,regular,P2896286,Benham,,Helena,1909-04-15,1909-05-23,26,0,0,0,0,0,26,0,0,26,0,0
1909,Arkansas State League,regular,P3333271,Berry,,Helena,1909-05-19,1909-05-23,5,0,0,0,0,0,0,0,0,0,5,0
