game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P2511385,Oakes,,Albany,lf,1,4,0,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P1295188,O'Rourke,,Albany,2b,2,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P6532776,Meyer,,Albany,rf,3,4,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P8666575,Durgin,,Albany,1b,4,3,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,0,2,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P5180068,Gillespie,,Albany,3b,5,4,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P9623820,Baxter,,Albany,ss,6,3,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,1,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P3593020,Wilcox,,Albany,cf,7,3,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P3051135,Clougher,,Albany,c,8,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P8480504,Jacobs,,Albany,p,9,2,0,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,6,2,,,0,4,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,,TOTALS,,Albany,,,30,1,,7,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,27,19,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P4824330,Kroy,,Utica,rf,1,3,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,
BPRXGWS,1915,New York State League,1915-05-06,0,regular,P0010498,Evans,,Utica,3b,2,4,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,,,,
