game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first
SKTPGCR,1909,Arkansas State League,1909-04-16,0,regular,P8178275,McDonald,
VGRYLST,1909,Arkansas State League,1909-04-17,0,regular,P9952017,Spencer,
BHTHDSG,1909,Arkansas State League,1909-04-17,0,regular,P8178275,McDonald,
GKNTHRY,1909,Arkansas State League,1909-04-18,0,regular,P9952017,Spencer,
JSHYPYT,1909,Arkansas State League,1909-04-18,0,regular,P8178275,McDonald,
KTRGGSN,1909,Arkansas State League,1909-04-19,0,regular,P9952017,Spencer,
TYPFHYX,1909,Arkansas State League,1909-04-20,0,regular,P0947910,Smith,
CCBBWPK,1909,Arkansas State League,1909-04-20,0,regular,P0087085,Ray,
CCBBWPK,1909,Arkansas State League,1909-04-20,0,regular,P9715883,Robinson,
NBCJHJW,1909,Arkansas State League,1909-04-21,0,regular,P0947910,Smith,
CGTWFDL,1909,Arkansas State League,1909-04-23,0,regular,P8195348,Osborn,
FNRLNLZ,1909,Arkansas State League,1909-04-23,0,regular,P1541254,Crotty,
RGTTYGS,1909,Arkansas State League,1909-04-25,0,regular,P1541254,Crotty,
DTCLRDR,1909,Arkansas State League,1909-04-25,0,regular,P8195348,Osborn,
NNQZPSM,1909,Arkansas State League,1909-04-26,0,regular,P0947910,Smith,
HYCDSXP,1909,Arkansas State League,1909-04-27,0,regular,P0947910,Smith,
RNFZJPF,1909,Arkansas State League,1909-04-27,0,regular,P4292153,Osborne,
JXLTCZP,1909,Arkansas State League,1909-04-28,0,regular,P0947910,Smith,
SZRZLYN,1909,Arkansas State League,1909-04-28,0,regular,P4292153,Osborne,
FRKLYLP,1909,Arkansas State League,1909-04-29,0,regular,P1541254,Crotty,
XVCQBPV,1909,Arkansas State League,1909-05-01,0,regular,P1541254,Crotty,
GFTQVCX,1909,Arkansas State League,1909-05-01,0,regular,P4292153,Osborne,
KFFKQCL,1909,Arkansas State League,1909-05-03,0,regular,P1541254,Crotty,
VTYJWXF,1909,Arkansas State League,1909-05-05,0,regular,P1541254,Crotty,
TYZQKVK,1909,Arkansas State League,1909-05-05,0,regular,P4292153,Osborne,
SRXNSRY,1909,Arkansas State League,1909-05-06,0,regular,P8195348,Osborn,
NSRVNPP,1909,Arkansas State League,1909-05-07,0,regular,P4292153,Osborne,
LBDHLLS,1909,Arkansas State League,1909-05-07,0,regular,P1541254,Crotty,
