game.key,league.year,league.name,game.date,game.number,game.phase,ref,name.last,name.first,club.name,pos,seq,B_AB,B_R,B_ER,B_H,B_2B,B_3B,B_HR,B_RBI,B_BB,B_SO,B_HP,B_SH,B_SF,B_SB,B_XO,B_LOB,B_ROE,P_GS,P_GF,P_W,P_L,P_SV,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_BB,P_SO,P_HP,P_WP,P_BK,F_PO,F_A,F_E,F_DP,F_TP,F_PB,F_SB
BDLDJZF,1915,Blue Ridge League,1915-05-27,0,regular,P1565827,Stevens,,Frederick,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDLDJZF,1915,Blue Ridge League,1915-05-27,0,regular,P6887930,Whalen,,Frederick,c,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDLDJZF,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Frederick,,,,14,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
BDLDJZF,1915,Blue Ridge League,1915-05-27,0,regular,P4038016,Kelley,,Martinsburg,p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDLDJZF,1915,Blue Ridge League,1915-05-27,0,regular,P5903499,Schauffle,,Martinsburg,p,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDLDJZF,1915,Blue Ridge League,1915-05-27,0,regular,P9694864,Zachery,,Martinsburg,c,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDLDJZF,1915,Blue Ridge League,1915-05-27,0,regular,,TOTALS,,Martinsburg,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
PZLCCFJ,1915,Blue Ridge League,1915-05-27,0,regular,P0079702,Snyder,,Chambersburg,cf,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,,,,
PZLCCFJ,1915,Blue Ridge League,1915-05-27,0,regular,P5565590,Dunn,,Chambersburg,1b,2,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,,,,
PZLCCFJ,1915,Blue Ridge League,1915-05-27,0,regular,P0051952,Proster,,Chambersburg,2b,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,
